,Time_Zone ,Date,Tweets_tag
579, Central Africa Standard Time	,2020-11-30,"		RT @DadaTribe: Creating safe spaces, standing in radical intersectional solidarity! Being our sisterâ€™s keepers, looking out for one anotherâ€¦	en	[{'screen_name': 'dadatribe', 'name': 'dada tribe', 'id': '1212690866445246464'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/GBVnet/status/1333381079324037123	True	https://twitter.com/GBVnet/status/1333303909008465920	0					1212690866445246464	Creating safe spaces, standing in radical intersectional solidarity! Being our sisterâ€™s keepers, looking out for one another and leading as a collective, with ubuntu at the centre  â€œI am because we areâ€�ðŸŒ»ðŸ’›	1333325618382065664	[]	2020-11-30 09:22:54 W. Central Africa Standard Time"
580, Central Africa Standard Time	,2020-11-30,"		RT @ubuntujustice: Provide legal redress to survivors, hold perpetrators accountable and more resource mobilization to women led/focused orâ€¦	en	[{'screen_name': 'ubuntujustice', 'name': 'ubuntu law and justice centre', 'id': '1261747110132756482'}]	[]	[]	0	5	0	[]	[]	https://twitter.com/GBVnet/status/1333381048131067911	True	https://twitter.com/GBVnet/status/1333303909008465920	0					1261747110132756482	""Provide legal redress to survivors, hold perpetrators accountable and more resource mobilization to women led/focused organizations"
581, Central Africa Standard Time	,2020-11-30,		Want to catch up on what members of GBV Prevention 
582, Central Africa Standard Time	,2020-11-30,"		RT @ywli_info: Weak community sanctions against sexual violence perpetrators, not anymore #WeShallNotBeSilenced #DefendingTheDream @Hewlettâ€¦	en	[{'screen_name': 'ywli_info', 'name': 'ywli', 'id': '485553666'}]	[]	[]	0	3	0	['weshallnotbesilenced', 'defendingthedream']	[]	https://twitter.com/GBVnet/status/1333378256825933825	True	0	0					485553666	Weak community sanctions against sexual violence perpetrators, not anymore #WeShallNotBeSilenced #DefendingTheDream @Hewlett_Foundation @StrongAdvocacy @GBVnet @statehousekenya @marthakarua @woman_kind @femnetprog @ajws @UAF_Africa @AWDF @oxfam @kenyanpundit @shyleen_momanyi https://t.co/GUer7zlG36	1333359516948328451	[]	2020-11-30 11:37:36 W. Central Africa Standard Time"
583, Central Africa Standard Time	,2020-11-30,"		""RT @Zamara_fdn: """"A collective understanding of VAW creates strong foundations for our work, and helps us unite as a movement. It allows usâ€¦""	en	[{'screen_name': 'zamara_fdn', 'name': 'zamara foundation', 'id': '1161941738048634880'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/GBVnet/status/1333378170200928262	True	0	0					1161941738048634880	""""""A collective understanding of VAW creates strong foundations for our work, and helps us unite as a movement. It allows us to progress toward the same overall goals even as we apply different strategies to address VAW."""" ~@GBVnet"
584, Central Africa Standard Time	,2020-11-30,"		RT @MakeWomenCount: When analyzing #African countries with gender-sensitive #COVID19 measures, low development countries have had a largerâ€¦	en	[{'screen_name': 'makewomencount', 'name': 'makeeverywomancount', 'id': '316345697'}]	[]	[]	0	6	0	['african', 'covid19']	[]	https://twitter.com/GBVnet/status/1333378056799596545	True	0	0					316345697	""When analyzing #African countries with gender-sensitive #COVID19 measures, low development countries have had a larger number of measures, with a total of 22."
585, Central Africa Standard Time	,2020-11-30,"		RT @LaurelleMbarad1: We can start by making our homes safer for women and girls!  https://t.co/BAl32iVpVv	en	[{'screen_name': 'laurellembarad1', 'name': 'laurelle mbaradza', 'id': '704385440040804352'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GBVnet/status/1333378018098769924	True	https://twitter.com/GBVnet/status/1333303909008465920	0					704385440040804352	We can start by making our homes safer for women and girls!	1333364955597467653	[]	2020-11-30 11:59:12 W. Central Africa Standard Time"
586, Central Africa Standard Time	,2020-11-30,"		RT @covaw: COVAW is excited to share Legal Aid Resources that we recently developed i.e. the Paralegal Training manual on GBV &amp; Pro-bono Laâ€¦	en	[{'screen_name': 'covaw', 'name': 'covaw', 'id': '115291890'}]	[]	[]	0	18	0	[]	[]	https://twitter.com/GBVnet/status/1333377963975467013	True	0	0					115291890	""COVAW is excited to share Legal Aid Resources that we recently developed i.e. the Paralegal Training manual on GBV &amp; Pro-bono Lawyers Training Manual . Click on the link below to download and share #accesstojustice @awdf01 @WairiMunyinyi @nyachula"
587, Central Africa Standard Time	,2020-11-30,"		RT @MAKEDAComms: The immediate impact of COVID-19 on African civil society organisations (CSOs) was swift, widespread and destabilizing. Thâ€¦	en	[{'screen_name': 'makedacomms', 'name': 'makeda', 'id': '3197673561'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/GBVnet/status/1333377727035019264	True	0	0					3197673561	""The immediate impact of COVID-19 on African civil society organisations (CSOs) was swift, widespread and destabilizing. This is one of the main findings of the Africa CSO COVID-19 Survey that @AfricanNGOs and EPIC-Africa implemented."
588, Central Africa Standard Time	,2020-11-30,"		The COVID19 pandemic places women &amp; girls at higher risks of physical/sexual violence, including teenage girls, disabled women, women living in conflict zones, sex workers, and queer and trans women. What can you do to be supportive of vulnerable women this period? #16Days  https://t.co/647IortLAT	en	[]	[]	['https://pbs.twimg.com/media/EoDYftMW8AIwx5n.jpg']	0	15	33	['16days']	[]	https://twitter.com/GBVnet/status/1333303909008465920	False	0	1	https://pbs.twimg.com/media/EoDYftMW8AIwx5n.jpg							[]"
589, Central Africa Standard Time	,2020-11-30,"		RT @TheHopeForChan1: Gender-based violenceÂ can be in theÂ formÂ of:  ðŸ‘‰ Child marriage. ðŸ‘‰ Female genital mutilation. ðŸ‘‰ Honour killings. ðŸ‘‰ Trafâ€¦	en	[{'screen_name': 'thehopeforchan1', 'name': 'the hope for change', 'id': '1331595941158195206'}]	[]	[]	0	7	0	[]	[]	https://twitter.com/GBVnet/status/1333300351345303559	True	0	0					1331595941158195206	""Gender-based violenceÂ can be in theÂ formÂ of:"
590, Central Africa Standard Time	,2020-11-30,"		RT @UNFPAasia: Violence against women and violence against children are interlinked.   The need to collaborate on and coordinate the responâ€¦	en	[{'screen_name': 'unfpaasia', 'name': 'unfpaasia', 'id': '222366266'}]	[]	[]	0	13	0	[]	[]	https://twitter.com/GBVnet/status/1333300197984784384	True	0	0					222366266	""Violence against women and violence against children are interlinked."
591, Central Africa Standard Time	,2020-11-30,"		RT @FemnetProg: Our episode on Women's Rights is live! How has the pandemic disrupted the fight against violence and injustices to women?â€¦	en	[{'screen_name': 'femnetprog', 'name': 'femnet', 'id': '334548719'}]	[]	[]	0	15	0	[]	[]	https://twitter.com/GBVnet/status/1333300121472274433	True	0	0					334548719	""Our episode on Women's Rights is live! How has the pandemic disrupted the fight against violence and injustices to women?"
592, Central Africa Standard Time	,2020-11-27,		RT @MakingWaves
593, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: @GBVnet it was my absolute pleasure   Onward in beauty ðŸŒ¸ðŸ’«ðŸŒºðŸ�š  #WomenSafetyAndWellBeing #16Days  https://t.co/A6LzF0Qnnh	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}, {'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}]	[]	[]	0	2	0	['womensafetyandwellbeing', '16days']	[]	https://twitter.com/GBVnet/status/1332345851105177602	True	https://twitter.com/GBVnet/status/1332344569921417216	0					485630104	""@GBVnet it was my absolute pleasure"
594, Central Africa Standard Time	,2020-11-27,"		We have now come to the end of this Twitter chat on Safety and Wellbeing - Creating New Realities for women. This has been a massive learning experience! Thank you, Jessica, for sharing your thoughts and knowledge with us. We deeply appreciate it. #16Days #WomenSafetyAndWellbeing  https://t.co/f6cYeqqH6g	en	[]	[]	['https://pbs.twimg.com/media/En1wFnTXUAABQqd.jpg']	0	1	5	['16days', 'womensafetyandwellbeing']	[]	https://twitter.com/GBVnet/status/1332344569921417216	False	0	1	https://pbs.twimg.com/media/En1wFnTXUAABQqd.jpg							[]"
595, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: Q.10.2 So in the affirmative- a world with full bodily autonomy for ALL women. With economic &amp; political systems that suâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	5	0	[]	[]	https://twitter.com/GBVnet/status/1332344470386454528	True	0	0					485630104	Q.10.2 So in the affirmative- a world with full bodily autonomy for ALL women. With economic &amp; political systems that sustain life and equilibrium with the physical ecology of the planet. Walking down the street means...walking down the street.Our #Afrifem feminist futures await!	1332343676538925057	[]	2020-11-27 16:21:00 W. Central Africa Standard Time"
596, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.10.1 A world where the dragons of patriarchy &amp; its friends are slayed, where women no longer live with the structuralâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/GBVnet/status/1332344349494026243	True	https://twitter.com/GBVnet/status/1332340877889572869	0					485630104	A.10.1 A world where the dragons of patriarchy &amp; its friends are slayed, where women no longer live with the structural violence that devastates and harms us as much as direct violence does. A world with no arms trade, no extractivism. #WomenSafetyAndWellBeing	1332342898474545155	[]	2020-11-27 16:17:55 W. Central Africa Standard Time"
597, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: And check the resource library @AIRforAfrica as we worked to document African feminist praxis on trauma, mental health,â€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}, {'screen_name': 'airforafrica', 'name': 'african institute', 'id': '2491271402'}]	[]	[]	0	3	0	[]	[]	https://twitter.com/GBVnet/status/1332341622722482176	True	0	0					485630104	""And check the resource library @AIRforAfrica as we worked to document African feminist praxis on trauma, mental health, emotional wellbeing- we commissioned @HopeChigudu work on Organisations with a Soul under that"
598, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: @UAFAfrica has created a space called the Feminist Republik with work by African feminists around care and protection. Câ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}, {'screen_name': 'uafafrica', 'name': 'uaf-africa', 'id': '89147002'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GBVnet/status/1332341603239915520	True	0	0					485630104	""@UAFAfrica has created a space called the Feminist Republik with work by African feminists around care and protection. Check them on insta https://t.co/bLXfHTQBS7"
599, Central Africa Standard Time	,2020-11-27,"		Q10. How will you choose to end this statementâ€¦  â€™ A world where women are safe and well isâ€¦â€™  @stillSHErises  #16DaysofActivism2020 #WomenSafetyAndWellBeing  https://t.co/ytLLL4V9Bf	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	['https://pbs.twimg.com/media/En1qsDUWMAIQcRS.jpg']	2	0	1	['16daysofactivism2020', 'womensafetyandwellbeing']	[]	https://twitter.com/GBVnet/status/1332340877889572869	False	0	1	https://pbs.twimg.com/media/En1qsDUWMAIQcRS.jpg							[]"
600, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: This piece I wrote earlier this year gives an overview and links to #afrifem work on care   #womensafetyandwellbeing  htâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	3	0	['afrifem', 'womensafetyandwellbeing']	[]	https://twitter.com/GBVnet/status/1332340459574878211	True	0	0					485630104	""This piece I wrote earlier this year gives an overview and links to #afrifem work on care"
601, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: The @takebackthetech campaign has loads of info about how to protect ourselves online.   @FRIDAfund just brought out a tâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}, {'screen_name': 'takebackthetech', 'name': 'take back the tech!', 'id': '17539984'}, {'screen_name': 'fridafund', 'name': 'frida', 'id': '329068335'}]	[]	[]	0	4	0	[]	[]	https://twitter.com/GBVnet/status/1332340069840121856	True	0	0					485630104	""The @takebackthetech campaign has loads of info about how to protect ourselves online."
602, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.9.1. My pleasure and BIG on citation and building on whatâ€™s already there. @YaraSallam Even the Finest Warriors documeâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}, {'screen_name': 'yarasallam', 'name': 'yara sallam ÙŠØ§Ø±Ø§ Ø³Ù„Ø§Ù…', 'id': '44401236'}]	[]	[]	0	3	0	[]	[]	https://twitter.com/GBVnet/status/1332339277980700679	True	https://twitter.com/GBVnet/status/1332338074735554560	0					485630104	""A.9.1. My pleasure and BIG on citation and building on whatâ€™s already there. @YaraSallam Even the Finest Warriors documents emotional experiences of women in the Egyptian and Tunisian revolutions https://t.co/Hfu3zy8HUP"
603, Central Africa Standard Time	,2020-11-27,"		RT @Stevemulwa9: Collective care refers to seeing members well_being particularly their emotional health as a shared responsibility of theâ€¦	en	[{'screen_name': 'stevemulwa9', 'name': 'steve mulwa wa kite. Â°baba john & esther ðŸ“¸Â°', 'id': '876038683459280897'}]	[]	[]	0	1	0	[]	[]	https://twitter.com/GBVnet/status/1332339133017182210	True	https://twitter.com/GBVnet/status/1332327892706078724	0					876038683459280897	Collective care refers to seeing members well_being particularly their emotional health as a shared responsibility of the group rather than the lone task of individual.. It places an emphasis on joint accountability, with the aim of collective empowerment #16DaysofActivism2020	1332330305189974019	[]	2020-11-27 15:27:52 W. Central Africa Standard Time"
604, Central Africa Standard Time	,2020-11-27,"		RT @KobugabeLucky: We live in communities and to a great percentage theyâ€™re responsible for our well-being.  https://t.co/5TmudxE2ev	en	[{'screen_name': 'kobugabelucky', 'name': 'melancholia', 'id': '1163700575814520832'}]	[]	[]	0	1	0	[]	[]	https://twitter.com/GBVnet/status/1332338853462597632	True	https://twitter.com/stillSHErises/status/1332328109702569990	0					1163700575814520832	We live in communities and to a great percentage theyâ€™re responsible for our well-being.	1332337126856421378	[]	2020-11-27 15:54:59 W. Central Africa Standard Time"
605, Central Africa Standard Time	,2020-11-27,"		RT @natsnet_g: @GBVnet @awdf01 @AlJazeera @guardian @openDemocracy I had the privilege to be part of the #FlourishRetreat and benefited froâ€¦	en	""[{'screen_name': 'natsnet_g', 'name': 'natsnet', 'id': '3864231382'}, {'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}, {'screen_name': 'awdf01', 'name': """"african women's development fund"""", 'id': '24703416'}, {'screen_name': 'aljazeera', 'name': 'al jazeera pr', 'id': '76067316'}, {'screen_name': 'guardian', 'name': 'the guardian', 'id': '87818409'}, {'screen_name': 'opendemocracy', 'name': 'opendemocracy', 'id': '15876845'}]""	[]	[]	0	1	0	['flourishretreat']	[]	https://twitter.com/GBVnet/status/1332338792355803143	True	0	0					3864231382	@GBVnet @awdf01 @AlJazeera @guardian @openDemocracy I had the privilege to be part of the #FlourishRetreat and benefited from @stillSHErises co creation. It was such a powerful and healing spaceðŸ’•ðŸ’•ðŸ’•	1332338663984918528	[]	2020-11-27 16:01:05 W. Central Africa Standard Time"
606, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.8.4. Building orgs with a soul needs to be met by funding with a soul! (I say this as someone who has worked as a donoâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	1	0	[]	[]	https://twitter.com/GBVnet/status/1332338497202630657	True	0	0					485630104	A.8.4. Building orgs with a soul needs to be met by funding with a soul! (I say this as someone who has worked as a donor for a while). Activism is always under-resourced. We need donors to recognize those core budgets that enable care are important!  #womensafetyandwellbeing	1332338005860900866	[]	2020-11-27 15:58:28 W. Central Africa Standard Time"
607, Central Africa Standard Time	,2020-11-27,"		Q9. Please recommend some resources for anyone looking to learn more about safety and wellness from a feminist perspective @stillSHErises  #16DaysofActivism2020 #WomenSafetyAndWellBeing  https://t.co/67aIuV9qbd	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	['https://pbs.twimg.com/media/En1qaKmWMAACAs-.jpg']	1	0	3	['16daysofactivism2020', 'womensafetyandwellbeing']	[]	https://twitter.com/GBVnet/status/1332338074735554560	False	0	1	https://pbs.twimg.com/media/En1qaKmWMAACAs-.jpg							[]"
608, Central Africa Standard Time	,2020-11-27,"		RT @njayaphyll: @GBVnet @stillSHErises Training on online safety prevention techniques	en	[{'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}, {'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GBVnet/status/1332337898595737600	True	0	0					963061498808553477	@GBVnet @stillSHErises Training on online safety prevention techniques	1332337843616747521	[]	2020-11-27 15:57:50 W. Central Africa Standard Time"
609, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.8.3. @HopeChigudu talks about building organisations with souls â€“ working on the deep culture of organisations and theâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}, {'screen_name': 'hopechigudu', 'name': 'hope chigudu', 'id': '379497364'}]	[]	[]	0	3	0	[]	[]	https://twitter.com/GBVnet/status/1332337578188660737	True	0	0					485630104	A.8.3. @HopeChigudu talks about building organisations with souls â€“ working on the deep culture of organisations and the extent to which they really nurture feminist ethics, make everyone feel welcome &amp; valued. #womensafetyandwellbeing #16Days	1332337511029501955	[]	2020-11-27 15:56:30 W. Central Africa Standard Time"
610, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.8.2. We need to remember Article 24 of the Universal Declaration of Human Rights âœ¨âœ¨âœ¨  https://t.co/39DE3B00rf	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	['https://pbs.twimg.com/media/En1poyBWEAMpyc5.jpg']	0	4	0	[]	[]	https://twitter.com/GBVnet/status/1332337555208069126	True	0	1	https://pbs.twimg.com/media/En1poyBWEAMpyc5.jpg				485630104	A.8.2. We need to remember Article 24 of the Universal Declaration of Human Rights âœ¨âœ¨âœ¨ https://t.co/39DE3B00rf	1332337219391131650	[]	2020-11-27 15:55:21 W. Central Africa Standard Time"
611, Central Africa Standard Time	,2020-11-27,"		RT @Stevemulwa9: It means giving ourselves the same grace, compassion and care that we give to others @GBVnet  https://t.co/93q9mN6c0f	en	[{'screen_name': 'stevemulwa9', 'name': 'steve mulwa wa kite. Â°baba john & esther ðŸ“¸Â°', 'id': '876038683459280897'}, {'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}]	[]	[]	0	1	0	[]	[]	https://twitter.com/GBVnet/status/1332337426510065664	True	https://twitter.com/stillSHErises/status/1332333179148103680	0					876038683459280897	""It means giving ourselves the same grace, compassion and care that we give to others"
612, Central Africa Standard Time	,2020-11-27,"		RT @Stevemulwa9: @stillSHErises @GBVnet Women should be given equal opportunities in the society regardless of where you live... Be it job,â€¦	en	[{'screen_name': 'stevemulwa9', 'name': 'steve mulwa wa kite. Â°baba john & esther ðŸ“¸Â°', 'id': '876038683459280897'}, {'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}, {'screen_name': 'gbvnet', 'name': 'gbv prevention net', 'id': '1577680016'}]	[]	[]	0	1	0	[]	[]	https://twitter.com/GBVnet/status/1332337102256795650	True	0	0					876038683459280897	@stillSHErises @GBVnet Women should be given equal opportunities in the society regardless of where you live... Be it job, power and even leadership...	1332335889876398082	[]	2020-11-27 15:50:04 W. Central Africa Standard Time"
613, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.8.1. I think the best measures are co-created. Staff should all engage in critical consciousness around self-care. Seeâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	5	0	[]	[]	https://twitter.com/GBVnet/status/1332337006580555777	True	https://twitter.com/GBVnet/status/1332336260678098944	0					485630104	A.8.1. I think the best measures are co-created. Staff should all engage in critical consciousness around self-care. See @fridafund Happiness Mantifestx. Also orgs should honour basic labour rights such as paid maternity, sick &amp; holiday leave #womensafetyandwellbeing	1332336815546699776	[]	2020-11-27 15:53:45 W. Central Africa Standard Time"
614, Central Africa Standard Time	,2020-11-27,"		Q8. What are some practices that feminist organizations can adopt to promote the well-being of their staff? @stillSHErises #16DaysofActivism2020 #WomenSafetyAndWellBeing  https://t.co/dzSsv2JrlW	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	['https://pbs.twimg.com/media/En1n53cWEAAbsAB.jpg']	3	1	1	['16daysofactivism2020', 'womensafetyandwellbeing']	[]	https://twitter.com/GBVnet/status/1332336260678098944	False	0	1	https://pbs.twimg.com/media/En1n53cWEAAbsAB.jpg							[]"
615, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.7.3. We speak a lot about homophobia/transphobia by some #afrifem but less about the deep solidarity that non-queer #aâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	3	0	['afrifem']	[]	https://twitter.com/GBVnet/status/1332335912894820355	True	0	0					485630104	A.7.3. We speak a lot about homophobia/transphobia by some #afrifem but less about the deep solidarity that non-queer #afrifem have shown for LGBTI rights incl. queer womenâ€™s safety &amp; presence in #afrifem spaces. Early African queer activism in the 2000s was held by this space.	1332335646732652546	[]	2020-11-27 15:49:06 W. Central Africa Standard Time"
616, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.7.2. Thereâ€™s a lot to learn from women who face multiple discriminations and legal persecutionâ€“queer women, sex workerâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GBVnet/status/1332335181047459842	True	0	0					485630104	A.7.2. Thereâ€™s a lot to learn from women who face multiple discriminations and legal persecutionâ€“queer women, sex worker women,and the way that sisters build affirming community through safe spaces, celebrating each other, creating networks of friendly service providers. #16Days	1332335080191238154	[]	2020-11-27 15:46:51 W. Central Africa Standard Time"
617, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.7.1. We still need to give more visibility to the work of HIV+ African women &amp; their work to create self and collectivâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	6	0	[]	[]	https://twitter.com/GBVnet/status/1332335155034411009	True	https://twitter.com/GBVnet/status/1332334472797310979	0					485630104	A.7.1. We still need to give more visibility to the work of HIV+ African women &amp; their work to create self and collective care practices that are affordable, easy &amp; widely used. I wrote about it on openDemocracy actually https://t.co/hq1v3dRm9G #womensafetyandwellbeing #16days	1332334800720506883	[]	2020-11-27 15:45:44 W. Central Africa Standard Time"
618, Central Africa Standard Time	,2020-11-27,"		Q7. Can you share any inspiring examples or instances where you have witnessed the safety and wellbeing of other feminists, particularly historically oppressed or more marginalised groups centred in an affirming way? @stillSHErises #16DaysofActivism2020 #WomenSafetyAndWellBeing  https://t.co/zJoEoeBHVc	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	['https://pbs.twimg.com/media/En1l-hcXcAEj9g7.jpg']	1	2	3	['16daysofactivism2020', 'womensafetyandwellbeing']	[]	https://twitter.com/GBVnet/status/1332334472797310979	False	0	1	https://pbs.twimg.com/media/En1l-hcXcAEj9g7.jpg							[]"
619, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.6.2. Its political to stay alive in the context of power relations that diminish or even erase you. A queer woman haviâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	6	0	[]	[]	https://twitter.com/GBVnet/status/1332333722377588739	True	0	0					485630104	A.6.2. Its political to stay alive in the context of power relations that diminish or even erase you. A queer woman having fun in public, a women with a disability seeking sexual pleasure, a political prisoner doing yoga in her cell. Political. We resist by FLOURISHING #16Days	1332333688848338945	[]	2020-11-27 15:41:19 W. Central Africa Standard Time"
620, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.6.1. Itâ€™s a ref to Audre Lorde! We often forget that she spoke about self-care as a black lesbian needing cancer treatâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	5	0	[]	[]	https://twitter.com/GBVnet/status/1332333339936772098	True	https://twitter.com/GBVnet/status/1332332712884113408	0					485630104	A.6.1. Itâ€™s a ref to Audre Lorde! We often forget that she spoke about self-care as a black lesbian needing cancer treatment in the context of privatised medical care. Expensive, inaccessible to most like her. So self-care is even more critical when state care evades us #16Days	1332333179148103680	[]	2020-11-27 15:39:18 W. Central Africa Standard Time"
621, Central Africa Standard Time	,2020-11-27,"		Q6. Youâ€™ve said before that  â€œSelf-care is a daily political actâ€�, what exactly does that mean? @stillSHErises #16DaysofActivism2020 #WomenSafetyAndWellBeing  https://t.co/tKML0Ap1Cn	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	['https://pbs.twimg.com/media/En1j5mvWMAEixDP.jpg']	2	1	2	['16daysofactivism2020', 'womensafetyandwellbeing']	[]	https://twitter.com/GBVnet/status/1332332712884113408	False	0	1	https://pbs.twimg.com/media/En1j5mvWMAEixDP.jpg							[]"
622, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.5.3. I hope the #afrifem campaigning to recognize womenâ€™s unpaid care work is finally seen as essential-COVID has madeâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	2	0	['afrifem']	[]	https://twitter.com/GBVnet/status/1332332350173302784	True	0	0					485630104	A.5.3. I hope the #afrifem campaigning to recognize womenâ€™s unpaid care work is finally seen as essential-COVID has made visible all the invisible care work we do. Thereâ€™s an #afrifem statement of COVID economic recovery that raises these policy qns. https://t.co/JanZQP42iV	1332332205151019012	[]	2020-11-27 15:35:25 W. Central Africa Standard Time"
623, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A5.2. Confinement is emotionally stressful. Plus of course we continue to loose people. At one point the air literally fâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	2	0	[]	[]	https://twitter.com/GBVnet/status/1332331761775353857	True	0	0					485630104	A5.2. Confinement is emotionally stressful. Plus of course we continue to loose people. At one point the air literally felt like death. Its huge collective weight &amp; one that women tend to carry as carers of the sick at home, and as nurses &amp; doctors also #womensafetyandwellbeing	1332331712345464832	[]	2020-11-27 15:33:28 W. Central Africa Standard Time"
624, Central Africa Standard Time	,2020-11-27,"		RT @stillSHErises: A.5.1 #COVID19 has had multiple impacts on African womenâ€™s wellbeing- livelihoods have become more precarious, lockdownsâ€¦	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	[]	0	2	0	['covid19']	[]	https://twitter.com/GBVnet/status/1332331725637160962	True	https://twitter.com/GBVnet/status/1332330745092857857	0					485630104	A.5.1 #COVID19 has had multiple impacts on African womenâ€™s wellbeing- livelihoods have become more precarious, lockdowns mean women &amp; girls are locked up with their abusers (thereâ€™s spikes in IPV everywhere), reduced access to maternity care, reproductive contraception #16Days	1332331345587134470	[]	2020-11-27 15:32:00 W. Central Africa Standard Time"
625, Central Africa Standard Time	,2020-11-27,"		Q5. What is the impact of the COVID-19 pandemic on womenâ€™s well-being and how can communities prioritize womenâ€™s well-being? @stillSHErises  #16DaysOfActivism #WomenSafetyAndWellbeing  https://t.co/uCTT7cEnw1	en	[{'screen_name': 'stillsherises', 'name': 'jessica horn', 'id': '485630104'}]	[]	['https://pbs.twimg.com/media/En1iXNVXUAEI4J7.jpg']	1	1	2	['16daysofactivism', 'womensafetyandwellbeing']	[]	https://twitter.com/GBVnet/status/1332330745092857857	False	0	1	https://pbs.twimg.com/media/En1iXNVXUAEI4J7.jpg							[]"
